Concurso;Data;1a;2a;3a;4a;5a;6a;Ganhadores;Prêmio;Apostas
2343;10/02/2021;04;31;42;45;49;56;0;0;7760384
2342;06/02/2021;17;20;24;27;40;60;0;0;6939562
2341;03/02/2021;04;09;31;32;42;46;1;25099868.34;10915243
2340;30/01/2021;16;21;28;41;49;51;0;0;8631425
2339;28/01/2021;04;18;29;47;48;59;0;0;5036604
2338;26/01/2021;08;21;23;34;42;47;0;0;3541962
2337;23/01/2021;02;09;34;49;51;55;1;21898260.37;11503207
2336;20/01/2021;08;10;20;27;28;50;0;0;9449497
2335;16/01/2021;09;18;23;42;47;49;0;0;9274550
2334;13/01/2021;04;13;20;22;25;60;1;11854874.71;8802386
2333;09/01/2021;09;16;31;41;53;55;0;0;7912377
2332;06/01/2021;12;33;35;36;44;52;0;0;6141669
2331;02/01/2021;11;13;16;36;53;57;0;0;1947999
2330;31/12/2020;17;20;22;35;41;42;2;162625108.22;261270901
2329;19/12/2020;12;14;28;42;45;55;2;26798752.27;15564819
2328;16/12/2020;08;11;14;39;48;53;0;0;12903249
2327;12/12/2020;30;37;45;54;57;58;0;0;11723172
2326;10/12/2020;10;16;27;34;36;57;0;0;9692333
2325;08/12/2020;33;34;37;46;52;60;0;0;7118377
2324;05/12/2020;02;16;19;31;43;60;0;0;9710677
2323;02/12/2020;20;27;35;39;50;59;0;0;7526632
2322;28/11/2020;02;05;10;29;34;41;0;0;6940269
2321;25/11/2020;14;25;28;41;43;46;1;3036906.71;6354242
2320;21/11/2020;06;30;35;39;42;48;1;76128023.58;18730180
2319;18/11/2020;06;17;25;35;40;49;0;0;14671076
2318;14/11/2020;28;44;52;54;58;60;0;0;15072841
2317;11/11/2020;03;08;30;33;35;48;0;0;12877846
2316;07/11/2020;02;11;43;49;52;56;0;0;12377507
2315;04/11/2020;01;10;17;26;30;53;0;0;8613362
2314;31/10/2020;06;07;28;42;45;49;1;53047796.53;16662267
2313;28/10/2020;03;20;26;45;49;58;0;0;13791812
2312;24/10/2020;03;27;39;46;47;60;0;0;11859091
2311;22/10/2020;03;05;09;35;43;60;0;0;9610586
2310;20/10/2020;13;17;28;29;42;53;0;0;6872791
2309;17/10/2020;09;11;29;30;33;60;0;0;6881690
2308;14/10/2020;09;13;26;38;58;60;1;6648106.25;6670661
2307;10/10/2020;16;33;38;46;53;55;0;0;7239439
2306;07/10/2020;03;19;28;33;57;58;1;103029826.38;28269591
2305;03/10/2020;07;16;22;38;55;57;0;0;23031938
2304;30/09/2020;12;21;29;54;56;57;0;0;16635333
2303;26/09/2020;03;07;17;20;48;50;0;0;16127569
2302;23/09/2020;18;22;25;27;43;44;0;0;13297208
2301;19/09/2020;17;18;35;36;47;52;0;0;11268282
2300;17/09/2020;09;21;37;39;43;54;0;0;8653591
2299;15/09/2020;02;03;19;40;44;60;0;0;4668364
2298;12/09/2020;13;17;21;31;41;49;0;0;7386240
2297;09/09/2020;20;22;35;40;41;59;0;0;5235113
2296;05/09/2020;01;06;21;29;36;59;2;47160446.98;24971199
2295;02/09/2020;06;13;26;28;35;41;0;0;20621086
2294;29/08/2020;09;15;20;33;41;43;0;0;16160381
2293;26/08/2020;01;02;10;37;42;48;0;0;13618341
2292;22/08/2020;06;16;18;33;42;57;0;0;13156535
2291;19/08/2020;12;26;31;36;37;49;0;0;11278180
2290;15/08/2020;05;18;36;44;57;60;0;0;9259925
2289;13/08/2020;06;09;34;37;38;45;0;0;6861776
2288;11/08/2020;02;26;35;39;40;56;0;0;5025047
2287;08/08/2020;02;04;06;29;41;56;0;0;7939408
2286;05/08/2020;09;21;30;41;42;43;0;0;6078273
2285;01/08/2020;01;07;10;12;33;42;2;11323343.69;9865028
2284;29/07/2020;04;10;12;14;36;46;0;0;6561046
2283;25/07/2020;04;24;37;43;59;60;0;0;6230862
2282;22/07/2020;12;27;30;36;45;52;1;28456665.08;10138057
2281;18/07/2020;14;27;35;40;50;55;0;0;8782165
2280;16/07/2020;28;29;31;50;58;59;0;0;7627295
2279;14/07/2020;05;12;14;20;27;28;1;43234926.10;8855952
2278;11/07/2020;08;17;34;37;43;45;0;0;13462355
2277;08/07/2020;10;22;23;37;53;60;0;0;10973689
2276;04/07/2020;05;15;18;27;49;57;0;0;10678360
2275;01/07/2020;02;04;25;36;50;53;0;0;8519315
2274;27/06/2020;08;11;17;33;40;55;0;0;5745306
2273;24/06/2020;15;16;20;38;40;58;1;43269740.25;12572358
2272;20/06/2020;02;05;11;24;41;49;0;0;12498139
2271;17/06/2020;06;10;27;28;41;52;0;0;10981628
2270;13/06/2020;14;16;38;39;41;48;0;0;9473110
2269;10/06/2020;01;11;14;23;29;55;0;0;7196497
2268;06/06/2020;04;13;23;28;30;52;0;0;6608687
2267;03/06/2020;20;32;33;48;49;53;1;45553191.42;13377685
2266;30/05/2020;10;23;31;37;58;59;0;0;12465928
2265;27/05/2020;14;20;23;39;46;50;0;0;9994882
2264;23/05/2020;02;03;08;19;29;37;0;0;7103335
2263;20/05/2020;09;24;33;43;49;57;0;0;5556878
2262;16/05/2020;07;08;14;23;30;46;1;101195308.30;26256759
2261;13/05/2020;07;23;26;27;29;51;0;0;19596588
2260;09/05/2020;12;14;34;35;37;47;0;0;15963363
2259;07/05/2020;20;27;41;54;56;58;0;0;11910408
2258;05/05/2020;01;05;07;14;23;26;0;0;8491502
2257;02/05/2020;18;21;30;31;34;51;0;0;10266165
2256;29/04/2020;09;10;30;37;47;54;0;0;10358700
2255;25/04/2020;15;20;39;41;49;57;0;0;9012778
2254;22/04/2020;04;09;24;44;47;56;0;0;6730433
2253;18/04/2020;31;32;33;39;52;55;0;0;7349953
2252;15/04/2020;01;17;30;37;46;50;0;0;6420711
2251;11/04/2020;05;15;22;26;54;58;0;0;5549673
2250;08/04/2020;27;33;39;52;57;58;0;0;5517412
2249;04/04/2020;04;09;31;47;49;53;0;0;4147116
2248;01/04/2020;09;15;20;29;30;42;1;4906932.90;4336724
2247;28/03/2020;01;42;44;47;48;53;0;0;3336031
2246;25/03/2020;05;09;24;27;33;46;0;0;2594218
2245;21/03/2020;11;14;15;18;33;34;1;15186785.88;6056394
2244;18/03/2020;03;05;11;34;37;42;1;12147334.80;7855564
2243;14/03/2020;14;18;28;35;38;54;0;0;7496032
2242;12/03/2020;05;09;18;24;25;42;0;0;6001470
2241;10/03/2020;01;13;18;26;40;56;0;0;4063291
2240;07/03/2020;07;09;10;19;25;58;2;27894020.38;15501075
2239;04/03/2020;07;27;31;39;45;46;0;0;8508509
2238;29/02/2020;11;36;45;55;57;58;0;0;6661055
2237;27/02/2020;11;20;27;28;53;60;2;105826358.87;45118912
2236;22/02/2020;07;20;38;43;45;53;0;0;41166429
2235;19/02/2020;14;18;30;35;55;57;0;0;35453834
2234;15/02/2020;04;21;27;29;42;47;0;0;30066331
2233;12/02/2020;04;06;32;35;41;45;0;0;25845674
2232;08/02/2020;07;08;31;34;38;47;0;0;23216488
2231;05/02/2020;04;13;25;40;53;57;0;0;19202280
2230;01/02/2020;07;17;26;39;56;60;0;0;17673142
2229;29/01/2020;06;11;29;40;41;58;0;0;13260579
2228;25/01/2020;09;19;23;32;39;45;0;0;11335309
2227;23/01/2020;06;09;12;27;32;57;0;0;9646056
2226;21/01/2020;02;04;07;16;30;38;0;0;7650672
2225;18/01/2020;01;32;37;44;46;47;0;0;10656350
2224;15/01/2020;16;23;32;50;52;58;0;0;8453265
2223;11/01/2020;02;26;40;42;49;56;0;0;8255994
2222;08/01/2020;13;14;29;30;48;59;0;0;6556768
2221;04/01/2020;05;23;34;45;56;57;0;0;5354093
2220;31/12/2019;03;35;38;40;57;58;4;76053459.66;228640467
2219;21/12/2019;08;28;36;45;57;59;0;0;6221790
2218;19/12/2019;06;16;22;38;48;52;1;40059665.22;10470187
2217;17/12/2019;10;14;16;30;32;36;0;0;8098164
2216;14/12/2019;10;24;42;43;48;49;0;0;11709483
2215;11/12/2019;01;19;21;23;33;43;0;0;9843700
2214;07/12/2019;04;10;18;30;34;47;0;0;7004140
2213;04/12/2019;05;07;10;32;46;60;1;51119263.33;14783100
2212;30/11/2019;23;26;51;52;53;58;0;0;13299420
2211;27/11/2019;27;36;40;41;44;54;0;0;11870227
2210;23/11/2019;11;17;24;25;33;34;0;0;11417981
2209;20/11/2019;22;25;28;32;33;47;0;0;8016340
2208;16/11/2019;16;25;30;40;45;49;0;0;7431361
2207;13/11/2019;06;10;11;43;53;55;0;0;7501739
2206;09/11/2019;06;27;38;42;45;57;0;0;6172601
2205;06/11/2019;12;21;28;37;42;57;1;61429947.73;12983152
2204;04/11/2019;01;28;29;32;35;56;0;0;13225140
2203;30/10/2019;17;34;46;49;50;57;0;0;10856046
2202;26/10/2019;11;29;37;38;43;60;0;0;
2201;24/10/2019;03;13;23;41;49;53;0;0;
2200;22/10/2019;11;15;28;36;43;55;0;0;
2199;19/10/2019;15;23;30;35;38;44;0;0;
2198;16/10/2019;01;11;34;36;44;56;1;34615569.28;
2197;14/10/2019;03;11;29;35;44;57;0;0;
2196;09/10/2019;01;25;27;28;41;56;0;0;
2195;05/10/2019;14;24;32;38;46;53;0;0;
2194;02/10/2019;08;16;20;21;31;34;0;0;
2193;28/09/2019;07;08;22;27;29;42;1;5698505.42;
2192;26/09/2019;07;16;37;53;57;59;0;0;
2191;24/09/2019;04;08;26;33;46;53;1;43258437.80;
2190;21/09/2019;05;09;20;25;35;53;0;0;
2189;18/09/2019;04;11;16;22;29;33;1;120085143.97;
2188;14/09/2019;02;17;21;28;51;60;0;0;
2187;11/09/2019;10;11;16;21;46;50;0;0;
2186;09/09/2019;12;18;19;27;41;46;0;0;
2185;04/09/2019;09;18;19;22;42;47;0;0;
2184;31/08/2019;15;36;45;51;52;59;0;0;
2183;28/08/2019;13;26;30;34;43;51;0;0;
2182;24/08/2019;19;22;39;46;47;59;0;0;
2181;21/08/2019;01;08;19;33;36;48;0;0;
2180;17/08/2019;10;12;16;21;28;38;0;0;
2179;14/08/2019;02;13;24;35;50;54;0;0;
2178;10/08/2019;02;16;21;42;50;56;0;0;
2177;08/08/2019;09;11;14;31;48;51;0;0;
2176;06/08/2019;08;23;25;39;43;44;1;30505746.02;
2175;03/08/2019;07;25;32;43;53;55;0;0;
2174;31/07/2019;10;15;34;36;56;60;0;0;
2173;27/07/2019;02;09;42;44;48;50;0;0;
2172;24/07/2019;09;24;28;37;43;57;0;0;
2171;20/07/2019;12;13;19;36;44;55;1;21978571.91;
2170;17/07/2019;10;21;24;36;38;51;0;0;
2169;13/07/2019;07;34;45;51;54;59;0;0;
2168;11/07/2019;01;04;25;27;29;37;1;8177021.67;
2167;09/07/2019;27;37;38;43;45;54;0;0;
2166;06/07/2019;03;19;34;44;56;58;0;0;
2165;03/07/2019;05;37;43;49;54;56;1;35218398.02;
2164;29/06/2019;16;17;25;47;48;58;0;0;
2163;26/06/2019;08;18;20;24;36;45;0;0;
2162;22/06/2019;11;16;22;30;34;42;0;0;
2161;19/06/2019;08;09;10;24;42;44;1;124209628.25;
2160;15/06/2019;01;19;46;47;49;53;0;0;
2159;12/06/2019;14;26;35;38;45;53;0;0;
2158;08/06/2019;09;27;35;45;46;59;0;0;
2157;05/06/2019;31;33;34;35;39;48;0;0;
2156;01/06/2019;01;06;23;26;39;49;0;0;
2155;29/05/2019;02;06;27;37;44;47;0;0;
2154;25/05/2019;07;25;41;47;50;53;0;0;
2153;22/05/2019;08;13;28;31;32;33;1;11825289.36;
2152;18/05/2019;26;29;36;49;50;59;0;0;
2151;15/05/2019;02;14;18;29;36;38;0;0;
2150;11/05/2019;23;24;26;38;42;49;1;289420865.00;
2149;08/05/2019;21;23;37;44;46;48;0;0;
2148;04/05/2019;08;15;32;33;58;59;0;0;
2147;02/05/2019;17;19;37;41;42;49;0;0;
2146;27/04/2019;16;18;31;39;42;44;0;0;
2145;24/04/2019;06;08;28;51;53;59;0;0;
2144;20/04/2019;07;16;21;33;55;60;0;0;
2143;17/04/2019;02;12;35;51;57;58;0;0;
2142;13/04/2019;07;40;44;50;52;57;0;0;
2141;10/04/2019;10;11;17;19;37;41;0;0;
2140;06/04/2019;17;20;26;36;42;54;0;0;
2139;03/04/2019;14;23;29;41;57;58;0;0;
2138;30/03/2019;04;13;14;21;30;34;0;0;
2137;27/03/2019;01;02;11;12;34;49;0;0;
2136;23/03/2019;01;08;11;22;30;35;0;0;
2135;20/03/2019;09;23;28;40;48;59;1;32689083.52;
2134;16/03/2019;06;21;34;46;54;59;0;0;
2133;13/03/2019;19;20;26;51;52;57;0;0;
2132;09/03/2019;05;18;30;35;39;60;0;0;
2131;06/03/2019;02;03;06;18;20;28;1;78938208.62;
2130;02/03/2019;13;16;36;53;54;55;0;0;
2129;28/02/2019;06;12;31;32;46;60;0;0;
2128;26/02/2019;11;16;24;46;54;55;0;0;
2127;23/02/2019;01;07;28;30;44;46;0;0;
2126;20/02/2019;07;12;24;27;39;58;0;0;
2125;16/02/2019;01;31;44;46;53;58;0;0;
2124;13/02/2019;02;11;20;31;43;47;0;0;
2123;09/02/2019;14;15;47;50;56;59;0;0;
2122;06/02/2019;03;11;15;21;27;49;0;0;
2121;02/02/2019;08;10;17;29;37;40;1;24666686.76;
2120;30/01/2019;13;20;24;25;38;41;0;0;
2119;26/01/2019;19;21;26;31;42;49;0;0;
2118;23/01/2019;11;12;20;40;41;46;1;37902607.11;
2117;19/01/2019;04;28;29;30;43;52;0;0;
2116;17/01/2019;01;09;19;21;34;54;0;0;
2115;15/01/2019;04;19;27;35;40;44;0;0;
2114;12/01/2019;17;25;30;35;42;57;0;0;
2113;09/01/2019;11;14;21;25;46;50;0;0;
2112;05/01/2019;17;39;43;46;52;53;0;0;
2111;02/01/2019;01;41;44;46;54;58;0;0;
2110;31/12/2018;05;10;12;18;25;33;52;5818007.36;
2109;20/12/2018;04;12;16;34;44;49;0;0;
2108;18/12/2018;19;22;29;41;44;59;0;0;
2107;15/12/2018;08;38;44;50;56;60;0;0;
2106;12/12/2018;03;27;36;39;40;43;0;0;
2105;08/12/2018;11;13;16;24;31;46;0;0;
2104;06/12/2018;02;10;12;27;45;56;0;0;
2103;04/12/2018;03;13;40;44;46;50;0;0;
2102;01/12/2018;04;06;17;34;51;57;0;0;
2101;28/11/2018;02;08;18;37;56;58;0;0;
2100;24/11/2018;01;10;11;13;35;49;1;69186484.11;
2099;21/11/2018;05;15;20;27;30;58;0;0;
2098;17/11/2018;02;08;18;27;38;60;0;0;
2097;14/11/2018;09;24;28;45;49;51;0;0;
2096;10/11/2018;06;11;13;19;24;51;0;0;
2095;07/11/2018;16;29;35;43;49;56;0;0;
2094;03/11/2018;04;16;19;31;33;44;0;0;
2093;31/10/2018;08;14;27;34;52;54;0;0;
2092;27/10/2018;11;13;15;17;22;27;0;0;
2091;25/10/2018;10;11;12;37;38;59;1;20024894.84;
2090;23/10/2018;08;11;18;37;40;51;0;0;
2089;20/10/2018;05;10;32;38;48;49;0;0;
2088;17/10/2018;03;14;24;27;38;56;1;2526635.00;
2087;13/10/2018;02;18;19;23;34;53;1;27364769.44;
2086;10/10/2018;04;35;43;46;47;53;0;0;
2085;06/10/2018;12;21;25;37;38;49;0;0;
2084;03/10/2018;07;20;26;37;38;39;0;0;
2083;29/09/2018;01;18;19;33;56;60;0;0;
2082;26/09/2018;06;25;33;42;48;49;1;2420701.10;
2081;22/09/2018;13;18;35;40;41;42;1;21763750.54;
2080;20/09/2018;10;22;40;46;55;58;0;0;
2079;18/09/2018;01;02;14;37;55;58;0;0;
2078;15/09/2018;02;11;15;30;36;39;0;0;
2077;12/09/2018;13;16;26;35;37;39;1;27758694.68;
2076;08/09/2018;05;06;12;15;22;43;0;0;
2075;05/09/2018;07;09;23;33;57;59;0;0;
2074;01/09/2018;08;18;23;37;42;58;2;22327541.33;
2073;29/08/2018;12;15;18;30;52;55;0;0;
2072;25/08/2018;10;12;13;20;22;54;0;0;
2071;22/08/2018;24;33;34;35;46;60;0;0;
2070;18/08/2018;05;26;27;34;42;48;0;0;
2069;16/08/2018;03;17;34;35;40;48;0;0;
2068;14/08/2018;03;05;09;40;42;47;0;0;
2067;11/08/2018;02;11;13;26;32;59;0;0;
2066;08/08/2018;06;25;27;35;45;55;1;35155103.28;
2065;04/08/2018;04;11;20;30;37;43;0;0;
2064;01/08/2018;10;14;36;53;55;60;0;0;
2063;28/07/2018;06;10;19;24;25;29;0;0;
2062;25/07/2018;08;10;15;23;25;34;1;73450153.75;
2061;21/07/2018;33;36;40;44;45;54;0;0;
2060;18/07/2018;08;09;11;25;39;41;0;0;
2059;14/07/2018;04;05;36;40;44;56;0;0;
2058;11/07/2018;04;19;23;29;56;59;0;0;
2057;07/07/2018;10;13;20;37;38;54;0;0;
2056;05/07/2018;18;22;29;34;36;47;0;0;
2055;03/07/2018;06;25;35;43;46;53;0;0;
2054;30/06/2018;04;07;12;22;26;39;0;0;
2053;27/06/2018;12;22;27;37;40;55;0;0;
2052;23/06/2018;50;51;56;57;58;59;4;9627559.21;
2051;20/06/2018;01;05;06;37;44;53;0;0;
2050;16/06/2018;08;31;32;33;38;50;0;0;
2049;13/06/2018;10;19;27;31;51;53;0;0;
2048;09/06/2018;10;19;26;35;38;39;0;0;
2047;06/06/2018;01;18;19;29;44;54;0;0;
2046;02/06/2018;03;06;11;27;28;46;1;29066470.84;
2045;30/05/2018;15;25;27;45;46;50;1;29066470.84;
2044;26/05/2018;07;14;47;54;56;60;0;0;
2043;23/05/2018;21;38;53;56;57;58;0;0;
2042;19/05/2018;14;22;29;32;33;35;0;0;
2041;16/05/2018;10;12;22;25;42;54;1;58932070.38;
2040;12/05/2018;06;09;41;54;56;58;0;0;
2039;10/05/2018;06;12;22;28;31;44;0;0;
2038;08/05/2018;06;25;26;35;38;40;0;0;
2037;05/05/2018;14;16;23;30;45;60;0;0;
2036;02/05/2018;07;08;19;23;27;58;0;0;
2035;28/04/2018;30;35;36;38;49;52;0;0;
2034;25/04/2018;06;07;13;17;22;56;1;2777651.27;
2033;20/04/2018;10;18;33;38;40;43;1;9349630.55;
2032;17/04/2018;06;14;19;20;39;53;0;0;
2031;14/04/2018;18;23;37;39;50;55;0;0;
2030;11/04/2018;04;27;38;40;58;59;1;22122662.60;
2029;07/04/2018;06;15;18;33;37;40;0;0;
2028;04/04/2018;07;11;24;36;42;58;4;10251126.97;
2027;31/03/2018;11;15;29;37;39;44;0;0;
2026;28/03/2018;10;23;31;33;51;52;0;0;
2025;24/03/2018;04;24;46;52;55;56;0;0;
2024;21/03/2018;16;20;23;29;35;47;0;0;
2023;17/03/2018;01;06;07;08;23;56;2;29864355.95;
2022;14/03/2018;04;28;45;48;52;60;0;0;
2021;10/03/2018;07;14;32;37;40;60;0;0;
2020;07/03/2018;02;36;46;48;57;60;0;0;
2019;03/03/2018;23;41;46;52;54;59;0;0;
2018;28/02/2018;11;22;25;27;55;59;0;0;
2017;24/02/2018;02;10;11;24;38;56;0;0;
2016;21/02/2018;04;11;17;18;21;48;0;0;
2015;17/02/2018;17;18;27;32;39;58;1;104545829.37;
2014;14/02/2018;16;32;40;46;53;56;0;0;
2013;10/02/2018;06;23;30;36;53;56;0;0;
2012;08/02/2018;08;11;27;35;36;51;0;0;
2011;06/02/2018;02;28;32;35;54;58;0;0;
2010;03/02/2018;08;10;18;34;39;56;0;0;
2009;31/01/2018;01;37;44;46;48;50;0;0;
2008;27/01/2018;22;27;33;42;58;59;0;0;
2007;24/01/2018;04;14;39;41;54;58;0;0;
2006;20/01/2018;01;09;14;20;25;54;0;0;
2005;17/01/2018;11;19;22;33;34;53;0;0;
2004;13/01/2018;01;05;14;23;35;45;3;4095573.45;
2003;10/01/2018;28;34;40;43;50;51;0;0;
2002;06/01/2018;04;28;30;38;46;59;0;0;
2001;03/01/2018;20;22;36;42;52;60;0;0;
2000;31/12/2017;03;06;10;17;34;37;17;18042279.04;
1999;21/12/2017;15;37;38;42;49;50;0;0;
1998;19/12/2017;08;21;24;25;52;57;0;0;
1997;16/12/2017;01;07;14;31;35;46;0;0;
1996;13/12/2017;07;20;21;24;40;56;0;0;
1995;09/12/2017;14;26;29;35;37;39;0;0;
1994;06/12/2017;02;05;12;32;40;44;0;0;
1993;02/12/2017;06;17;33;48;50;57;0;0;
1992;29/11/2017;05;11;13;21;53;54;2;32953918.65;
1991;25/11/2017;19;20;28;34;36;44;0;0;
1990;22/11/2017;11;24;26;34;37;59;0;0;
1989;18/11/2017;15;22;30;32;40;58;0;0;
1988;16/11/2017;05;10;39;42;46;54;0;0;
1987;11/11/2017;10;14;31;34;45;58;0;0;
1986;09/11/2017;23;36;43;44;55;56;0;0;
1985;07/11/2017;09;28;29;34;36;55;0;0;
1984;04/11/2017;21;29;32;35;43;50;0;0;
1983;01/11/2017;05;06;10;14;22;36;1;2598401.89;
1982;28/10/2017;04;14;20;24;46;50;1;20777195.15;
1981;25/10/2017;06;15;19;37;39;53;0;0;
1980;21/10/2017;12;16;17;18;34;37;0;0;
1979;19/10/2017;22;23;29;32;38;45;1;3951513.94;
1978;17/10/2017;02;06;22;44;55;57;0;0;
1977;14/10/2017;03;16;28;32;34;37;1;5889546.54;
1976;11/10/2017;12;14;19;25;52;59;0;0;
1975;07/10/2017;08;11;24;26;47;57;1;22575348.57;
1974;04/10/2017;04;19;27;38;54;57;1;54268048.74;
1973;30/09/2017;01;12;16;17;52;60;0;0;
1972;27/09/2017;09;16;20;54;57;59;0;0;
1971;23/09/2017;04;10;41;44;52;54;0;0;
1970;21/09/2017;05;10;18;24;39;52;0;0;
1969;19/09/2017;08;20;30;32;48;59;0;0;
1968;16/09/2017;35;36;39;44;48;52;0;0;
1967;13/09/2017;13;30;32;39;46;54;0;0;
1966;09/09/2017;10;13;19;32;40;60;0;0;
1965;06/09/2017;26;28;35;38;48;55;1;78022245.31;
1964;02/09/2017;02;27;32;36;48;50;0;0;
1963;30/08/2017;04;05;07;34;42;60;0;0;
1962;26/08/2017;05;06;15;25;39;53;0;0;
1961;23/08/2017;17;25;26;30;32;50;0;0;
1960;19/08/2017;01;18;25;37;39;43;0;0;
1959;16/08/2017;08;21;27;35;43;56;0;0;
1958;12/08/2017;15;20;22;24;34;55;0;0;
1957;10/08/2017;02;14;22;23;29;47;1;51557331.87;
1956;08/08/2017;05;08;20;28;40;45;0;0;
1955;05/08/2017;15;27;33;36;41;45;0;0;
1954;02/08/2017;09;25;33;35;40;49;0;0;
1953;29/07/2017;09;26;29;42;43;45;1;107956102.12;
1952;26/07/2017;09;21;36;38;52;53;0;0;
1951;22/07/2017;14;16;19;21;33;55;0;0;
1950;19/07/2017;10;21;32;34;48;57;0;0;
1949;15/07/2017;01;06;14;22;30;56;0;0;
1948;12/07/2017;12;20;24;28;33;57;0;0;
1947;08/07/2017;08;33;40;52;55;59;0;0;
1946;06/07/2017;04;06;39;44;52;60;0;0;
1945;04/07/2017;04;08;10;21;45;54;0;0;
1944;01/07/2017;08;09;39;47;57;59;0;0;
1943;28/06/2017;09;11;12;30;39;43;0;0;
1942;24/06/2017;06;18;20;24;43;48;0;0;
1941;21/06/2017;01;09;24;38;48;49;1;26572503.56;
1940;17/06/2017;09;13;16;17;36;47;0;0;
1939;14/06/2017;07;24;29;39;45;52;0;0;
1938;10/06/2017;10;16;32;40;42;54;0;0;
1937;07/06/2017;06;10;24;29;43;55;1;6310224.41;
1936;03/06/2017;03;12;24;40;51;52;0;0;
1935;31/05/2017;01;03;10;17;23;24;3;20928347.70;
1934;27/05/2017;08;23;35;39;56;59;0;0;
1933;24/05/2017;02;14;15;19;35;59;0;0;
1932;20/05/2017;10;16;21;29;44;55;0;0;
1931;17/05/2017;02;08;09;15;22;34;0;0;
1930;13/05/2017;04;17;18;37;52;56;0;0;
1929;11/05/2017;03;10;23;36;43;52;0;0;
1928;09/05/2017;10;26;28;51;53;59;0;0;
1927;06/05/2017;05;11;13;19;30;31;1;3343108.90;
1926;03/05/2017;02;03;14;20;30;46;1;41318205.91;
1925;29/04/2017;01;17;38;43;45;47;0;0;
1924;26/04/2017;12;16;30;52;53;58;1;101484527.44;
1923;22/04/2017;09;34;42;45;46;59;0;0;
1922;19/04/2017;20;22;36;38;41;43;0;0;
1921;15/04/2017;10;15;16;19;28;35;0;0;
1920;12/04/2017;25;31;33;39;43;45;0;0;
1919;08/04/2017;11;28;37;45;54;60;0;0;
1918;05/04/2017;16;17;20;22;38;50;0;0;
1917;01/04/2017;04;21;25;33;36;46;0;0;
1916;29/03/2017;03;09;18;23;50;52;0;0;
1915;25/03/2017;02;20;21;33;48;57;0;0;
1914;22/03/2017;16;29;33;39;42;44;1;5805678.69;
1913;18/03/2017;04;14;17;43;52;56;0;0;
1912;15/03/2017;10;13;33;35;36;42;1;5848882.92;
1911;11/03/2017;16;18;23;30;32;33;0;0;
1910;08/03/2017;06;09;15;22;39;48;1;59741202.88;
1909;04/03/2017;11;40;43;45;47;57;0;0;
1908;01/03/2017;04;10;13;23;27;57;0;0;
1907;25/02/2017;03;25;35;38;44;48;0;0;
1906;23/02/2017;06;27;33;39;40;60;0;0;
1905;21/02/2017;29;35;43;54;56;57;0;0;
1904;18/02/2017;12;15;18;21;51;56;0;0;
1903;15/02/2017;09;10;15;28;43;45;0;0;
1902;11/02/2017;02;07;09;18;21;25;3;11813566.31;
1901;08/02/2017;11;12;26;30;37;53;0;0;
1900;04/02/2017;08;11;27;28;43;46;0;0;
1899;01/02/2017;20;23;35;36;44;48;0;0;
1898;28/01/2017;12;34;45;53;55;58;0;0;
1897;25/01/2017;09;22;25;47;52;58;0;0;
1896;21/01/2017;03;06;14;15;21;25;1;28783383.17;
1895;18/01/2017;02;03;05;10;15;34;0;0;
1894;14/01/2017;21;31;35;53;54;57;0;0;
1893;11/01/2017;16;17;19;28;45;58;0;0;
1892;07/01/2017;06;17;22;30;37;50;0;0;
1891;04/01/2017;01;03;19;23;47;58;0;0;
1890;31/12/2016;05;11;22;24;51;53;6;36824758.22;
1889;24/12/2016;16;23;25;28;30;44;0;0;
1888;22/12/2016;01;10;17;18;45;48;2;20091578.77;
1887;20/12/2016;11;23;34;41;46;56;0;0;
1886;17/12/2016;03;07;15;40;45;54;0;0;
1885;14/12/2016;07;14;18;23;32;59;0;0;
1884;10/12/2016;01;04;23;32;38;59;0;0;
1883;07/12/2016;16;27;28;47;59;60;0;0;
1882;03/12/2016;09;10;19;35;37;41;0;0;
1881;30/11/2016;03;10;30;44;53;56;1;18918141.78;
1880;26/11/2016;05;16;19;37;51;56;0;0;
1879;23/11/2016;05;10;20;57;58;59;1;12957556.93;
1878;19/11/2016;12;16;26;40;56;57;0;0;
1877;16/11/2016;13;16;23;24;32;35;0;0;
1876;12/11/2016;07;18;39;41;44;51;0;0;
1875;10/11/2016;01;45;47;52;53;55;1;29697112.87;
1874;08/11/2016;10;28;37;43;44;47;0;0;
1873;05/11/2016;05;25;28;41;53;54;0;0;
1872;03/11/2016;11;13;25;39;46;56;0;0;
1871;29/10/2016;03;11;17;33;52;58;1;76548193.31;
1870;26/10/2016;18;20;30;32;33;40;0;0;
1869;22/10/2016;11;23;24;26;40;52;0;0;
1868;20/10/2016;01;05;23;25;28;31;0;0;
1867;18/10/2016;03;10;17;21;22;43;0;0;
1866;15/10/2016;14;17;36;38;44;60;0;0;
1865;13/10/2016;01;05;31;32;37;42;0;0;
1864;08/10/2016;04;05;14;37;40;60;0;0;
1863;05/10/2016;16;23;45;56;58;59;0;0;
1862;01/10/2016;02;08;35;42;49;56;2;2915182.12;
1861;28/09/2016;02;04;09;35;45;60;0;0;
1860;24/09/2016;10;30;36;40;44;60;1;57628178.83;
1859;22/09/2016;01;13;14;21;26;51;0;0;
1858;20/09/2016;22;28;30;33;55;59;0;0;
1857;17/09/2016;13;23;25;35;52;53;0;0;
